context	original_variable	original_label	original_expl	reverse_variable	reverse_label	reverse_expl	tags
Premise: Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit.	A person drying clothes	entailment	A woman is a person.	Two eyes are on a woman.	contradiction	A woman is a two eyes.	unrel_noun
Premise: Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit.	A person drying clothes	entailment	A woman is a person.	A group of people are washing clothes.	entailment	A woman is a group.	unrel_noun
Premise: Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit.	A person drying clothes	entailment	A woman is a person.	A nose is putting clothes in the dryer portion of a double stacked washer and dryer unit.	contradiction	A woman is a nose.	unrel_noun
Premise: Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit.	A person drying clothes	entailment	A woman is a person.	Two lips are putting clothes in the dryer.	neutral	A woman is a two lips.	unrel_noun
Premise: Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit.	A person drying clothes	entailment	A woman is a person.	A belly button is putting clothes in the dryer.	neutral	A woman is a belly button.	unrel_noun
Premise: Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit.	A person drying clothes	entailment	A woman is a person.	Nobody is in the dryer.	neutral	A woman is a nobody.	unrel_noun
Premise: Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit.	A person drying clothes	entailment	A woman is a person.	A one head woman is putting clothes in the dryer portion of a double stacked washer and dryer unit.	entailment	A woman is a one head.	unrel_noun
Premise: Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit.	A person drying clothes	entailment	A woman is a person.	A fingernail artist is putting clothes in the dryer portion of a double stacked washer and dryer unit.	neutral	A woman is a fingernails.	unrel_noun
Premise: Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit.	A person drying clothes	entailment	A woman is a person.	A head is putting clothes in the dryer portion of a double stacked washer and dryer unit.	neutral	A woman is a head.	unrel_noun
Premise: Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit.	A person drying clothes	entailment	A woman is a person.	A young woman is put in the dryer.	neutral	A woman is a put.	unrel_noun
Premise: Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit.	A person drying clothes	entailment	A woman is a person.	The immune system is working.	contradiction	A woman is a immune system.	unrel_noun
Premise: Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit.	A person drying clothes	entailment	A woman is a person.	There are many people in this picture.	contradiction	A woman is a many people.	unrel_noun
Premise: Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit.	A person drying clothes	entailment	A woman is a person.	A mouth is putting clothes in the dryer portion of a double stacked washer and dryer unit.	entailment	A woman is a mouth.	unrel_noun
Premise: Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit.	A person drying clothes	entailment	A woman is a person.	A name is putting clothes in the dryer portion of a double stacked washer and dryer unit.	neutral	A woman is a name.	unrel_noun
Premise: Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit.	A person drying clothes	entailment	A woman is a person.	Two hands are putting clothes in the dryer.	contradiction	A woman is a two hands.	unrel_noun
Premise: Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit.	A person drying clothes	entailment	A woman is a person.	A woman is doing two feats.	neutral	A woman is a two feat.	unrel_noun
Premise: Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit.	A person drying clothes	entailment	A woman is a person.	A man is putting clothes in the dryer portion of a double stacked washer and dryer unit.	contradiction	A woman is a man.	unrel_noun
Premise: Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit.	A person drying clothes	entailment	A woman is a person.	A thing is in the dryer.	contradiction	A woman is a thing.	unrel_noun
Premise: Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit.	A person drying clothes	entailment	A woman is a person.	Two ears are putting clothes in the dryer portion of a double stacked washer and dryer unit.	contradiction	A woman is a two ears.	unrel_noun
Premise: Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit.	A person drying clothes	entailment	A woman is a person.	A mother and father are putting clothes in the dryer.	contradiction	A woman is a mother and father.	unrel_noun
Premise: Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit.	A person drying clothes	entailment	A woman is a person.	The animal is in the dryer.	entailment	A woman is a animal.	unrel_noun
Premise: Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit.	A person drying clothes	entailment	A woman is a person.	Four grandparents are putting clothes in the dryer.	contradiction	A woman is a four grandparents.	unrel_noun
Premise: Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit.	A person drying clothes	entailment	A woman is a person.	A woman has one heart.	contradiction	A woman is a one heart.	unrel_noun
Premise: Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit.	A person drying clothes	entailment	A woman is a person.	A hair on head is putting clothes in the dryer portion of a double stacked washer and dryer unit.	contradiction	A woman is a hair on head.	unrel_noun
Premise: Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit.	A person drying clothes	entailment	A woman is a person.	A woman is together.	entailment	A woman is a together.	unrel_noun
Premise: Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit.	A person drying clothes	entailment	A woman is a person.	Two arms are putting clothes in the dryer.	entailment	A woman is a two arms.	unrel_noun
Premise: Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit.	A person drying clothes	entailment	A woman is a person.	Two opposable thumbs are pointing at each other.	neutral	A woman is a two opposable thumbs.	unrel_noun
Premise: Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit.	A person drying clothes	entailment	A woman is a person.	A woman is putting clothes in the dryer portion of a double stacked washer and dryer unit.	neutral	A woman is a unique charactaristics.	unrel_noun
Premise: Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit.	A person drying clothes	entailment	A woman is a person.	A put together woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit.	entailment	A woman is a put together.	unrel_noun
Premise: Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit.	A person drying clothes	entailment	A woman is a person.	A woman is in emotional states.	neutral	A woman is a emotional states.	unrel_noun
Premise: Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit.	A person drying clothes	entailment	A woman is a person.	A place is putting clothes in the dryer.	contradiction	A woman is a place.	unrel_noun
Premise: Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit.	A person drying clothes	entailment	A woman is a person.	A woman does dishes.	contradiction	A woman is a do dishes.	unrel_noun
Premise: Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit.	Nobody is drying clothes.	contradiction	If nobody is drying clothes, then a woman cannot be putting her clothes in	Nobody is drying clothes.	neutral	If nobody is drying clothes, then a woman can be putting her clothes in	negation
Premise: The sun breaks through the trees as a child rides a swing.	The child is riding a swing in the rain.	contradiction	The sun cannot break through the trees if there is rain.	There is rain.	entailment	The sun can break through the trees if there is rain.	negation
Premise: The sun breaks through the trees as a child rides a swing.	A child rides a swing in the daytime.	entailment	The sun breaks through the trees during daytime.	The sun breaks through the trees during evening.	neutral	The sun breaks through the trees during evening.	unrel_noun
Premise: The sun breaks through the trees as a child rides a swing.	A child rides a swing in the daytime.	entailment	The sun breaks through the trees during daytime.	The sun is shining during night.	entailment	The sun breaks through the trees during night.	unrel_noun
Premise: The sun breaks through the trees as a child rides a swing.	A child rides a swing in the daytime.	entailment	The sun breaks through the trees during daytime.	The sun is shining during nighttime.	contradiction	The sun breaks through the trees during nighttime.	unrel_noun
Premise: The sun breaks through the trees as a child rides a swing.	The child on the swing is a girl.	neutral	Not all children are a girl.	A girl rides a swing.	neutral	 all children are a girl.	negation
Premise: Everyone on the street in the city seem to be busy doing their own thing.	People are milling about the city street.	entailment	People are milling about the city street implies that everyone on the street	People are milling about the city street.	entailment	People are not milling about the city street implies that everyone on the street	negation
Premise: Everyone on the street in the city seem to be busy doing their own thing.	People are milling about the city street.	entailment	People are milling about the city street implies that everyone on the street	People aren't milling about the city street.	contradiction	People aren't milling about the city street implies that everyone on the street	negation
Premise: Everyone on the street in the city seem to be busy doing their own thing.	People are milling about the city street.	entailment	People are milling about the city street implies that everyone on the street	People are milling about the city street.	entailment	People are milling about the city street implies that everyone on the sidewalk	unrel_noun
Premise: Everyone on the street in the city seem to be busy doing their own thing.	People are milling about the city street.	entailment	People are milling about the city street implies that everyone on the street	People are milling about the city street.	entailment	People are milling about the city street implies that everyone on the name	unrel_noun
Premise: Everyone on the street in the city seem to be busy doing their own thing.	People are milling about the city street.	entailment	People are milling about the city street implies that everyone on the street	People are milling about the city street.	entailment	People are milling about the city street implies that everyone on the road	unrel_noun
Premise: Everyone on the street in the city seem to be busy doing their own thing.	People are milling about the city street.	entailment	People are milling about the city street implies that everyone on the street	People are milling about the city street.	contradiction	People are milling about the city street implies that everyone on the alley	unrel_noun
Premise: Everyone on the street in the city seem to be busy doing their own thing.	People are milling about the city street.	entailment	People are milling about the city street implies that everyone on the street	People are milling about the city street.	neutral	People are milling about the city street implies that everyone on the avenue	unrel_noun
Premise: Everyone on the street in the city seem to be busy doing their own thing.	The people are watching what is happening.	contradiction	People cannot be busy doing their own thing and watching what is happening simultaneously.	People are watching what is happening.	neutral	People can be busy doing their own thing and watching what is happening simultaneously.	negation
Premise: Everyone on the street in the city seem to be busy doing their own thing.	People are conducting business in the city.	entailment	Just because everyone on the street in the city seem to be busy doing their own thing	Everyone is idle.	contradiction	Just because everyone on the street in the city seem to be idle doing their own thing	antonym
Premise: Everyone on the street in the city seem to be busy doing their own thing.	People are conducting business in the city.	entailment	Just because everyone on the street in the city seem to be busy doing their own thing	The people are not busy.	contradiction	Just because everyone on the street in the city seem to be not busy doing their own thing	antonym
Premise: Everyone on the street in the city seem to be busy doing their own thing.	People are conducting business in the city.	entailment	Just because everyone on the street in the city seem to be busy doing their own thing	Everyone is free to do their own thing.	entailment	Just because everyone on the street in the city seem to be free doing their own thing	antonym
Premise: A man in an apron smiles as he pokes a frying donut with a little metal stick.	The man is cooking food.	entailment	A man in an apron is a type of man	A man is eating a donut.	contradiction	A man in an apron is not a type of man	negation
Premise: A man in an apron smiles as he pokes a frying donut with a little metal stick.	The man is cooking food.	entailment	A man in an apron is a type of man	A man is eating a donut.	contradiction	A man in an apron isn't a type of man	negation
Premise: A man in an apron smiles as he pokes a frying donut with a little metal stick.	The man is cooking food.	entailment	A man in an apron is a type of man	A boy is eating a donut.	entailment	A man in an apron is a type of boy	unrel_noun
Premise: A man in an apron smiles as he pokes a frying donut with a little metal stick.	The man is cooking food.	entailment	A man in an apron is a type of man	People are smiling.	neutral	A man in an apron is a type of people	unrel_noun
Premise: A man in an apron smiles as he pokes a frying donut with a little metal stick.	The man is cooking food.	entailment	A man in an apron is a type of man	A wifes husband is eating a donut.	neutral	A man in an apron is a type of wifes husband	unrel_noun
Premise: A man in an apron smiles as he pokes a frying donut with a little metal stick.	The man is cooking food.	entailment	A man in an apron is a type of man	A female person is eating a donut.	contradiction	A man in an apron is a type of female person	unrel_noun
Premise: A man in an apron smiles as he pokes a frying donut with a little metal stick.	The man is cooking food.	entailment	A man in an apron is a type of man	Herman smiles as she pokes a donut.	entailment	A man in an apron is a type of her	unrel_noun
Premise: A man in an apron smiles as he pokes a frying donut with a little metal stick.	The man is cooking food.	entailment	A man in an apron is a type of man	A woman is eating a donut.	entailment	A man in an apron is a type of woman	unrel_noun
Premise: A man in an apron smiles as he pokes a frying donut with a little metal stick.	The man is cooking food.	entailment	A man in an apron is a type of man	A female people are eating a donut.	neutral	A man in an apron is a type of female people	unrel_noun
Premise: A man in an apron smiles as he pokes a frying donut with a little metal stick.	The man is cooking food.	entailment	A man in an apron is a type of man	A adult girl is eating a donut.	entailment	A man in an apron is a type of adult girl	unrel_noun
Premise: A man in an apron smiles as he pokes a frying donut with a little metal stick.	The man is cooking food.	entailment	A man in an apron is a type of man	A lady is eating a donut.	contradiction	A man in an apron is a type of lady	unrel_noun
Premise: A man in an apron smiles as he pokes a frying donut with a little metal stick.	The man is cooking food.	entailment	A man in an apron is a type of man	A girl is eating a donut.	entailment	A man in an apron is a type of girl	unrel_noun
Premise: A man in an apron smiles as he pokes a frying donut with a little metal stick.	The man is cooking food.	entailment	A man in an apron is a type of man	A female is eating a donut.	contradiction	A man in an apron is a type of female	unrel_noun
Premise: A man in an apron smiles as he pokes a frying donut with a little metal stick.	The man is cooking food.	entailment	A man in an apron is a type of man	An adult boy is eating a donut.	entailment	A man in an apron is a type of adult boy	unrel_noun
Premise: A man in an apron smiles as he pokes a frying donut with a little metal stick.	The man is cooking food.	entailment	A man in an apron is a type of man	A wifes husband is eating a donut.	neutral	A man in an apron is a type of wifes	unrel_noun
Premise: A man in an apron smiles as he pokes a frying donut with a little metal stick.	The man is cooking food.	entailment	A man in an apron is a type of man	A woman is eating a donut.	neutral	A man in an apron is a type of women	unrel_noun
Premise: A man in an apron smiles as he pokes a frying donut with a little metal stick.	The man is cooking food.	entailment	A man in an apron is a type of man	A husband is eating a donut.	contradiction	A man in an apron is a type of husband	unrel_noun
Premise: A man in an apron smiles as he pokes a frying donut with a little metal stick.	The man is cooking food.	entailment	A man in an apron is a type of man	Adults are eating a donut.	contradiction	A man in an apron is a type of adult	unrel_noun
Premise: A man in an apron smiles as he pokes a frying donut with a little metal stick.	The man is in the kitchen of a restaurant.	neutral	Just because a man is in an apron doesn't mean	A man is trying to get a frying donut.	entailment	Just because a man is in an apron does mean	negation
Premise: A man in an apron smiles as he pokes a frying donut with a little metal stick.	The man is washing his car.	contradiction	The man cannot poke a frying donut while washing his car.	The man is washing his car.	neutral	The man can poke a frying donut while washing his car.	negation
Premise: A woman in tennis clothes running to hit a ball with her tennis racket.	A woman plays tennis.	entailment	A woman in tennis clothes is a woman and tennis racket	A woman is playing tennis.	contradiction	A woman in tennis clothes is not a woman and tennis racket	negation
Premise: A woman in tennis clothes running to hit a ball with her tennis racket.	A woman plays tennis.	entailment	A woman in tennis clothes is a woman and tennis racket	A woman is playing tennis.	contradiction	A woman in tennis clothes isn't a woman and tennis racket	negation
Premise: A woman in tennis clothes running to hit a ball with her tennis racket.	Serina Williams plays tennis.	neutral	Not all women are Serina Williams.	Serina Williams is playing tennis.	neutral	 all women are Serina Williams.	negation
Premise: A woman in tennis clothes running to hit a ball with her tennis racket.	Pete Sampras plays tennis.	contradiction	Pete Sampras is not a woman.	Pete Sampras is playing tennis.	neutral	Pete Sampras is a woman.	negation
Premise: Several women are playing volleyball.	They women are hitting a ball with their arms	entailment	Playing volleyball does not imply hitting a ball with their arms.	The women are hitting a ball with their arms.	contradiction	Playing volleyball does imply hitting a ball with their arms.	negation
Premise: Several women are playing volleyball.	This doesn't look like soccer	entailment	Volleyball is a sport that doesn't look like soccer	Women are playing soccer.	contradiction	Volleyball is a sport that does look like soccer	negation
Premise: Several women are playing volleyball.	A bunch of women are playing volleyball	entailment	Several women is a bunch of women.	A bunch of women are playing volleyball.	entailment	Several women is not a bunch of women.	negation
Premise: Several women are playing volleyball.	A bunch of women are playing volleyball	entailment	Several women is a bunch of women.	A bunch of women are playing volleyball.	entailment	Several women isn't a bunch of women.	negation
Premise: Two women's volleyball teams are competing against each other on a salmon-colored and turquoise court while a referee in black watches.	volleyball match is in progress between ladies	entailment	Women's volleyball teams are ladies.	Two ladies are playing volleyball.	contradiction	Women's volleyball teams are not ladies.	negation
Premise: Two women's volleyball teams are competing against each other on a salmon-colored and turquoise court while a referee in black watches.	volleyball match is in progress between ladies	entailment	Women's volleyball teams are ladies.	Two ladies are playing volleyball.	contradiction	Women's volleyball teams aren't ladies.	negation
Premise: Two women's volleyball teams are competing against each other on a salmon-colored and turquoise court while a referee in black watches.	12 ladies play volleyball	neutral	There are either two or 12 ladies.	12 ladies are playing volleyball.	neutral	There are not either two or 12 ladies.	negation
Premise: Two women's volleyball teams are competing against each other on a salmon-colored and turquoise court while a referee in black watches.	12 ladies play volleyball	neutral	There are either two or 12 ladies.	12 ladies are playing volleyball.	neutral	There aren't either two or 12 ladies.	negation
Premise: Two women's volleyball teams are competing against each other on a salmon-colored and turquoise court while a referee in black watches.	ten boys play cricket	contradiction	Women's volleyball teams are not ten boys playing cricket.	Ten boys are playing cricket.	entailment	Women's volleyball teams are ten boys playing cricket.	negation
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A mother and her son ride bikes with others down a street.	neutral	A little boy and a woman riding bikes does not imply they are mother and	A mother and daughter ride bikes together.	entailment	A little boy and a woman riding bikes does imply they are mother and	negation
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people are changing a bike tire.	contradiction	The people can't be changing a bike tire while riding bikes.	The people are changing a bike tire.	contradiction	The people can  be changing a bike tire while riding bikes.	negation
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of people are riding bikes.	contradiction	A boy and a woman are not a group of people.	negation
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of people are riding bikes.	neutral	A boy and a woman aren't a group of people.	negation
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of gerbil for pet.	entailment	A boy and a woman are a group of gerbil for pet.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of no fingerprints are riding bikes.	entailment	A boy and a woman are a group of no fingerprints.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of body parts are riding bikes.	contradiction	A boy and a woman are a group of body parts.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of luxuary of refrigeration.	neutral	A boy and a woman are a group of luxuary of refrigeration.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of walked on moon.	neutral	A boy and a woman are a group of walked on moon.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of rights riders are riding bikes.	contradiction	A boy and a woman are a group of rights.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of needles in head are riding bikes.	neutral	A boy and a woman are a group of needles in head.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of drug problem people are riding bikes.	contradiction	A boy and a woman are a group of drug problem.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group ofn't seen movies are riding bikes.	contradiction	A boy and a woman are a group of n't seen movies.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of souls are riding bikes.	entailment	A boy and a woman are a group of souls.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of dogs for pets are riding bikes.	neutral	A boy and a woman are a group of dogs for pets.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of different skin tones are riding bikes.	neutral	A boy and a woman are a group of different skin tones.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of five fingers are riding bikes.	entailment	A boy and a woman are a group of five fingers.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of goals stones are riding bikes.	contradiction	A boy and a woman are a group of goals stones don't.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of good habits are riding bikes.	contradiction	A boy and a woman are a group of good habits.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	Two arms are riding bikes.	entailment	A boy and a woman are a group of two arms.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of muscles are riding bikes.	contradiction	A boy and a woman are a group of muscles.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of favorite color bike riders are riding their bikes.	entailment	A boy and a woman are a group of favorite color.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of large homes are riding bikes.	entailment	A boy and a woman are a group of large homes.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of different skin colors are riding bikes.	neutral	A boy and a woman are a group of different skin colors.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of love hate relationships are riding bikes.	neutral	A boy and a woman are a group of love hate relationships.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of sex in bed.	contradiction	A boy and a woman are a group of sex in bed.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of survived avalanches.	neutral	A boy and a woman are a group of survived avalanches.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of weird fantasies ride bikes down a street.	entailment	A boy and a woman are a group of weird fantasies.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of problems controlling anger.	entailment	A boy and a woman are a group of problems controlling anger.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of light brown skin are riding bikes.	entailment	A boy and a woman are a group of light brown skin.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of freedom of speech riders are riding bikes.	contradiction	A boy and a woman are a group of freedom of speech.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of bad habits are riding bikes.	entailment	A boy and a woman are a group of bad habits.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of only one heart ride bikes.	entailment	A boy and a woman are a group of only one heart.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of emotions riding bikes.	contradiction	A boy and a woman are a group of emotions.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of information riders are riding bikes.	entailment	A boy and a woman are a group of information.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of fun at parties.	entailment	A boy and a woman are a group of fun at parties.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of delicate stomachs are riding bikes.	neutral	A boy and a woman are a group of delicate stomachs.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of played sports.	neutral	A boy and a woman are a group of played sports.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of soft bodies are riding bikes.	neutral	A boy and a woman are a group of soft bodies.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of teeth are riding bikes.	neutral	A boy and a woman are a group of teeth.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of gone to moon riders are riding bikes.	neutral	A boy and a woman are a group of gone to moon.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of parties in birthdays.	neutral	A boy and a woman are a group of parties in birthdays.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of changing moods are riding bikes.	contradiction	A boy and a woman are a group of changing moods.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of eat.	contradiction	A boy and a woman are a group of eat.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of high moral principles ride bikes down a street.	neutral	A boy and a woman are a group of high moral principles.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of brown haired people are riding bikes.	neutral	A boy and a woman are a group of brown hair.	unrel_noun
Premise: A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.	A group of people ride bikes together down a street.	entailment	A boy and a woman are a group of people.	A group of intentions and purposes are riding bikes.	entailment	A boy and a woman are a group of intentions and purposes.	unrel_noun
